P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.3393778,0.3243111,0.3363111,1,1.01,999999,0,0,0,0,0,0.1,15000,500
0.3342889,0.3293889,0.33632222,1,1.01,999999,1,0,0,0,0,0.1,15000,500
0.33372223,0.3215889,0.3446889,1,1.01,999999,2,0,0,0,0,0.1,15000,500
0.32875556,0.31772223,0.3535222,1,1.01,999999,3,0,0,0,0,0.1,15000,500
0.32195556,0.3172222,0.36082223,1,1.01,999999,4,0,0,0,0,0.1,15000,500
0.3309,0.31343332,0.35566667,1,1.01,999999,5,0,0,0,0,0.1,15000,500
0.32623333,0.3109,0.36286667,1,1.01,999999,6,0,0,0,0,0.1,15000,500
0.3124111,0.3189111,0.36867777,1,1.01,999999,7,0,0,0,0,0.1,15000,500
0.31741112,0.31814444,0.36444443,1,1.01,999999,8,0,0,0,0,0.1,15000,500
0.32296667,0.30853334,0.3685,1,1.01,999999,9,0,0,0,0,0.1,15000,500
0.31748888,0.30672222,0.3757889,1,1.01,999999,10,0,0,0,0,0.1,15000,500
0.31248888,0.30835557,0.37915555,1,1.01,999999,11,0,0,0,0,0.1,15000,500
0.30951113,0.30101112,0.3894778,1,1.01,999999,12,0,0,0,0,0.1,15000,500
0.31032223,0.3071889,0.38248888,1,1.01,999999,13,0,0,0,0,0.1,15000,500
0.31172222,0.3053889,0.38288888,1,1.01,999999,14,0,0,0,0,0.1,15000,500
0.31638888,0.29855555,0.38505554,1,1.01,999999,15,0,0,0,0,0.1,15000,500
0.30666667,0.31013334,0.3832,1,1.01,999999,16,0,0,0,0,0.1,15000,500
0.3081,0.30033332,0.39156666,1,1.01,999999,17,0,0,0,0,0.1,15000,500
0.30953333,0.3013,0.38916665,1,1.01,999999,18,0,0,0,0,0.1,15000,500
0.31745556,0.28875557,0.39378887,1,1.01,999999,19,0,0,0,0,0.1,15000,500
0.3044,0.3047,0.3909,1,1.01,999999,20,0,0,0,0,0.1,15000,500
