P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.3255,0.2833,0.3912,1,1.03,999999,10,0,0,0,0,0.01,10000,50
0.3249,0.2919,0.3832,1,1.03,999999,11,0,0,0,0,0.1,10000,50
0.3186,0.2968,0.3846,1,1.03,999999,11,0,0,0,0,0.01,10000,50
0.329,0.2858,0.3852,1,1.03,999999,12,0,0,0,0,0.1,10000,50
0.3193,0.2876,0.3931,1,1.03,999999,12,0,0,0,0,0.01,10000,50
0.3268,0.2901,0.3831,1,1.03,999999,13,0,0,0,0,0.1,10000,50
0.3214,0.2906,0.388,1,1.03,999999,13,0,0,0,0,0.01,10000,50
0.333,0.2817,0.3853,1,1.03,999999,14,0,0,0,0,0.1,10000,50
0.3093,0.2965,0.3942,1,1.03,999999,14,0,0,0,0,0.01,10000,50
0.3259,0.2802,0.3939,1,1.03,999999,15,0,0,0,0,0.1,10000,50
0.3209,0.2821,0.397,1,1.03,999999,15,0,0,0,0,0.01,10000,50
0.3183,0.2945,0.3872,1,1.03,999999,16,0,0,0,0,0.1,10000,50
0.3192,0.282,0.3988,1,1.03,999999,16,0,0,0,0,0.01,10000,50
0.324,0.2805,0.3955,1,1.03,999999,17,0,0,0,0,0.1,10000,50
0.3145,0.2816,0.4039,1,1.03,999999,17,0,0,0,0,0.01,10000,50
0.3273,0.2793,0.3934,1,1.03,999999,18,0,0,0,0,0.1,10000,50
0.3219,0.2817,0.3964,1,1.03,999999,18,0,0,0,0,0.01,10000,50
0.332,0.2788,0.3892,1,1.03,999999,19,0,0,0,0,0.1,10000,50
0.3189,0.2821,0.399,1,1.03,999999,19,0,0,0,0,0.01,10000,50
0.3195,0.2854,0.3951,1,1.03,999999,20,0,0,0,0,0.1,10000,50
0.3145,0.279,0.4065,1,1.03,999999,20,0,0,0,0,0.01,10000,50
0.3613,0.3205,0.3182,1,1.04,999999,0,0,0,0,0,0.1,10000,50
0.3607,0.3253,0.314,1,1.04,999999,0,0,0,0,0,0.01,10000,50
0.3445,0.3234,0.3321,1,1.04,999999,1,0,0,0,0,0.1,10000,50
0.3563,0.3165,0.3272,1,1.04,999999,1,0,0,0,0,0.01,10000,50
0.3537,0.3155,0.3308,1,1.04,999999,2,0,0,0,0,0.1,10000,50
0.3488,0.3126,0.3386,1,1.04,999999,2,0,0,0,0,0.01,10000,50
0.3508,0.3058,0.3434,1,1.04,999999,3,0,0,0,0,0.1,10000,50
0.3404,0.3097,0.3499,1,1.04,999999,3,0,0,0,0,0.01,10000,50
0.3465,0.305,0.3485,1,1.04,999999,4,0,0,0,0,0.1,10000,50
0.3394,0.2995,0.3611,1,1.04,999999,4,0,0,0,0,0.01,10000,50
0.3549,0.2951,0.35,1,1.04,999999,5,0,0,0,0,0.1,10000,50
0.3375,0.3041,0.3584,1,1.04,999999,5,0,0,0,0,0.01,10000,50
0.3436,0.2916,0.3648,1,1.04,999999,6,0,0,0,0,0.1,10000,50
0.3329,0.304,0.3631,1,1.04,999999,6,0,0,0,0,0.01,10000,50
0.3498,0.29,0.3602,1,1.04,999999,7,0,0,0,0,0.1,10000,50
0.3388,0.2892,0.372,1,1.04,999999,7,0,0,0,0,0.01,10000,50
0.3434,0.294,0.3626,1,1.04,999999,8,0,0,0,0,0.1,10000,50
0.3407,0.2881,0.3712,1,1.04,999999,8,0,0,0,0,0.01,10000,50
0.3396,0.291,0.3694,1,1.04,999999,9,0,0,0,0,0.1,10000,50
0.3338,0.2801,0.3861,1,1.04,999999,9,0,0,0,0,0.01,10000,50
0.336,0.2954,0.3686,1,1.04,999999,10,0,0,0,0,0.1,10000,50
0.3242,0.2921,0.3837,1,1.04,999999,10,0,0,0,0,0.01,10000,50
0.3384,0.2904,0.3712,1,1.04,999999,11,0,0,0,0,0.1,10000,50
0.3326,0.2908,0.3766,1,1.04,999999,11,0,0,0,0,0.01,10000,50
0.3342,0.2865,0.3793,1,1.04,999999,12,0,0,0,0,0.1,10000,50
0.3212,0.2854,0.3934,1,1.04,999999,12,0,0,0,0,0.01,10000,50
0.3429,0.2809,0.3762,1,1.04,999999,13,0,0,0,0,0.1,10000,50
0.3205,0.2905,0.389,1,1.04,999999,13,0,0,0,0,0.01,10000,50
0.3348,0.2844,0.3808,1,1.04,999999,14,0,0,0,0,0.1,10000,50
0.3258,0.2782,0.396,1,1.04,999999,14,0,0,0,0,0.01,10000,50
0.328,0.279,0.393,1,1.04,999999,15,0,0,0,0,0.1,10000,50
0.3203,0.2808,0.3989,1,1.04,999999,15,0,0,0,0,0.01,10000,50
0.3362,0.2862,0.3776,1,1.04,999999,16,0,0,0,0,0.1,10000,50
0.3243,0.2755,0.4002,1,1.04,999999,16,0,0,0,0,0.01,10000,50
0.3313,0.2838,0.3849,1,1.04,999999,17,0,0,0,0,0.1,10000,50
0.3348,0.2743,0.3909,1,1.04,999999,17,0,0,0,0,0.01,10000,50
0.3227,0.2866,0.3907,1,1.04,999999,18,0,0,0,0,0.1,10000,50
0.3231,0.2777,0.3992,1,1.04,999999,18,0,0,0,0,0.01,10000,50
0.3324,0.2862,0.3814,1,1.04,999999,19,0,0,0,0,0.1,10000,50
0.3289,0.2744,0.3967,1,1.04,999999,19,0,0,0,0,0.01,10000,50
0.3356,0.2822,0.3822,1,1.04,999999,20,0,0,0,0,0.1,10000,50
0.3265,0.2822,0.3913,1,1.04,999999,20,0,0,0,0,0.01,10000,50
0.3705,0.3071,0.3224,1,1.05,999999,0,0,0,0,0,0.1,10000,50
0.3686,0.3196,0.3118,1,1.05,999999,0,0,0,0,0,0.01,10000,50
0.3656,0.3065,0.3279,1,1.05,999999,1,0,0,0,0,0.1,10000,50
0.364,0.3095,0.3265,1,1.05,999999,1,0,0,0,0,0.01,10000,50
0.3574,0.3032,0.3394,1,1.05,999999,2,0,0,0,0,0.1,10000,50
0.355,0.3017,0.3433,1,1.05,999999,2,0,0,0,0,0.01,10000,50
0.3579,0.3067,0.3354,1,1.05,999999,3,0,0,0,0,0.1,10000,50
0.357,0.3052,0.3378,1,1.05,999999,3,0,0,0,0,0.01,10000,50
0.3532,0.3026,0.3442,1,1.05,999999,4,0,0,0,0,0.1,10000,50
0.3428,0.2976,0.3596,1,1.05,999999,4,0,0,0,0,0.01,10000,50
0.3432,0.3045,0.3523,1,1.05,999999,5,0,0,0,0,0.1,10000,50
0.3504,0.2951,0.3545,1,1.05,999999,5,0,0,0,0,0.01,10000,50
0.3536,0.2872,0.3592,1,1.05,999999,6,0,0,0,0,0.1,10000,50
0.3461,0.2943,0.3596,1,1.05,999999,6,0,0,0,0,0.01,10000,50
0.3493,0.294,0.3567,1,1.05,999999,7,0,0,0,0,0.1,10000,50
0.3374,0.2967,0.3659,1,1.05,999999,7,0,0,0,0,0.01,10000,50
0.3413,0.2969,0.3618,1,1.05,999999,8,0,0,0,0,0.1,10000,50
0.347,0.2866,0.3664,1,1.05,999999,8,0,0,0,0,0.01,10000,50
0.352,0.2816,0.3664,1,1.05,999999,9,0,0,0,0,0.1,10000,50
0.3449,0.2916,0.3635,1,1.05,999999,9,0,0,0,0,0.01,10000,50
0.3484,0.2863,0.3653,1,1.05,999999,10,0,0,0,0,0.1,10000,50
0.3329,0.284,0.3831,1,1.05,999999,10,0,0,0,0,0.01,10000,50
0.3396,0.2878,0.3726,1,1.05,999999,11,0,0,0,0,0.1,10000,50
0.3318,0.2799,0.3883,1,1.05,999999,11,0,0,0,0,0.01,10000,50
0.3405,0.286,0.3735,1,1.05,999999,12,0,0,0,0,0.1,10000,50
0.3355,0.2848,0.3797,1,1.05,999999,12,0,0,0,0,0.01,10000,50
0.3386,0.2807,0.3807,1,1.05,999999,13,0,0,0,0,0.1,10000,50
0.3286,0.2823,0.3891,1,1.05,999999,13,0,0,0,0,0.01,10000,50
0.338,0.2819,0.3801,1,1.05,999999,14,0,0,0,0,0.1,10000,50
0.3348,0.2761,0.3891,1,1.05,999999,14,0,0,0,0,0.01,10000,50
0.3408,0.2846,0.3746,1,1.05,999999,15,0,0,0,0,0.1,10000,50
0.3344,0.279,0.3866,1,1.05,999999,15,0,0,0,0,0.01,10000,50
0.3322,0.2777,0.3901,1,1.05,999999,16,0,0,0,0,0.1,10000,50
0.3329,0.2788,0.3883,1,1.05,999999,16,0,0,0,0,0.01,10000,50
0.3466,0.2669,0.3865,1,1.05,999999,17,0,0,0,0,0.1,10000,50
0.3317,0.2709,0.3974,1,1.05,999999,17,0,0,0,0,0.01,10000,50
0.3426,0.2709,0.3865,1,1.05,999999,18,0,0,0,0,0.1,10000,50
0.3367,0.2683,0.395,1,1.05,999999,18,0,0,0,0,0.01,10000,50
0.3311,0.285,0.3839,1,1.05,999999,19,0,0,0,0,0.1,10000,50
0.3426,0.2664,0.391,1,1.05,999999,19,0,0,0,0,0.01,10000,50
0.3308,0.2843,0.3849,1,1.05,999999,20,0,0,0,0,0.1,10000,50
0.3265,0.2809,0.3926,1,1.05,999999,20,0,0,0,0,0.01,10000,50
0.3681,0.3224,0.3095,1,1.06,999999,0,0,0,0,0,0.1,10000,50
0.3726,0.3105,0.3169,1,1.06,999999,0,0,0,0,0,0.01,10000,50
0.361,0.3145,0.3245,1,1.06,999999,1,0,0,0,0,0.1,10000,50
0.3702,0.3042,0.3256,1,1.06,999999,1,0,0,0,0,0.01,10000,50
0.3537,0.3082,0.3381,1,1.06,999999,2,0,0,0,0,0.1,10000,50
0.3602,0.3073,0.3325,1,1.06,999999,2,0,0,0,0,0.01,10000,50
0.3536,0.3018,0.3446,1,1.06,999999,3,0,0,0,0,0.1,10000,50
0.3589,0.2981,0.343,1,1.06,999999,3,0,0,0,0,0.01,10000,50
0.3595,0.2918,0.3487,1,1.06,999999,4,0,0,0,0,0.1,10000,50
