P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.34143335,0.32493332,0.33363333,1,1.01,999999,0,0,0,0,0,0.1,10000,500
0.34198335,0.32623333,0.33178332,1,1.01,999999,0,0,0,0,0,0.01,10000,500
0.32973334,0.32923332,0.34103334,1,1.01,999999,1,0,0,0,0,0.1,10000,500
0.32605,0.3311,0.34285,1,1.01,999999,1,0,0,0,0,0.01,10000,500
0.32436666,0.32286668,0.35276666,1,1.01,999999,2,0,0,0,0,0.1,10000,500
0.33763334,0.32653335,0.33583334,1,1.01,999999,2,0,0,0,0,0.01,10000,500
0.33113334,0.31658334,0.35228333,1,1.01,999999,3,0,0,0,0,0.1,10000,500
0.33056667,0.32741666,0.34201667,1,1.01,999999,3,0,0,0,0,0.01,10000,500
0.32665,0.3238,0.34955,1,1.01,999999,4,0,0,0,0,0.1,10000,500
0.33285,0.31715,0.35,1,1.01,999999,4,0,0,0,0,0.01,10000,500
0.3268,0.3196,0.3536,1,1.01,999999,5,0,0,0,0,0.1,10000,500
0.32766667,0.32266667,0.34966666,1,1.01,999999,5,0,0,0,0,0.01,10000,500
0.32803333,0.30688334,0.36508334,1,1.01,999999,6,0,0,0,0,0.1,10000,500
0.33213332,0.30933332,0.35853332,1,1.01,999999,6,0,0,0,0,0.01,10000,500
0.32698333,0.31178334,0.36123332,1,1.01,999999,7,0,0,0,0,0.1,10000,500
0.31935,0.323,0.35765,1,1.01,999999,7,0,0,0,0,0.01,10000,500
0.32208332,0.31368333,0.36423334,1,1.01,999999,8,0,0,0,0,0.1,10000,500
0.32158333,0.31358334,0.36483333,1,1.01,999999,8,0,0,0,0,0.01,10000,500
0.31898335,0.31803334,0.36298335,1,1.01,999999,9,0,0,0,0,0.1,10000,500
0.32328334,0.31778333,0.35893333,1,1.01,999999,9,0,0,0,0,0.01,10000,500
0.3146,0.31575,0.36965,1,1.01,999999,10,0,0,0,0,0.1,10000,500
0.31635,0.3135,0.37015,1,1.01,999999,10,0,0,0,0,0.01,10000,500
0.31523332,0.30733332,0.37743333,1,1.01,999999,11,0,0,0,0,0.1,10000,500
0.31968334,0.31298333,0.36733332,1,1.01,999999,11,0,0,0,0,0.01,10000,500
0.3202,0.3108,0.369,1,1.01,999999,12,0,0,0,0,0.1,10000,500
0.3246,0.3115,0.3639,1,1.01,999999,12,0,0,0,0,0.01,10000,500
0.31785,0.3071,0.37505,1,1.01,999999,13,0,0,0,0,0.1,10000,500
