P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.3959,0.3017,0.3024,1,1.1,999999,0,0,0,0,0,0.1,10000,500
0.3932,0.3077,0.2991,1,1.1,999999,0,0,0,0,0,0.2,10000,500
0.3899,0.3014,0.3087,1,1.1,999999,0,0,0,5,0,0.001,10000,500
0.3894,0.3061,0.3045,1,1.1,999999,0,0,0,5,0,0.01,10000,500
0.3913,0.3006,0.3081,1,1.1,999999,0,0,0,5,0,0.05,10000,500
0.3901,0.3077,0.3022,1,1.1,999999,0,0,0,5,0,0.1,10000,500
0.3904,0.3072,0.3024,1,1.1,999999,0,0,0,5,0,0.2,10000,500
0.3917,0.3068,0.3015,1,1.1,999999,0,0,0,10,0,0.001,10000,500
0.3873,0.3069,0.3058,1,1.1,999999,0,0,0,10,0,0.01,10000,500
0.3829,0.3071,0.31,1,1.1,999999,0,0,0,10,0,0.05,10000,500
0.3855,0.3099,0.3046,1,1.1,999999,0,0,0,10,0,0.1,10000,500
0.3931,0.3144,0.2925,1,1.1,999999,0,0,0,10,0,0.2,10000,500
0.3741,0.2757,0.3502,1,1.1,999999,5,0,0,0,0,0.001,10000,500
0.3825,0.2823,0.3352,1,1.1,999999,5,0,0,0,0,0.01,10000,500
0.3859,0.2786,0.3355,1,1.1,999999,5,0,0,0,0,0.05,10000,500
0.3838,0.286,0.3302,1,1.1,999999,5,0,0,0,0,0.1,10000,500
0.3985,0.2719,0.3296,1,1.1,999999,5,0,0,0,0,0.2,10000,500
0.3746,0.2916,0.3338,1,1.1,999999,5,0,0,5,0,0.001,10000,500
0.3802,0.284,0.3358,1,1.1,999999,5,0,0,5,0,0.01,10000,500
0.381,0.2727,0.3463,1,1.1,999999,5,0,0,5,0,0.05,10000,500
0.3858,0.2848,0.3294,1,1.1,999999,5,0,0,5,0,0.1,10000,500
0.3879,0.279,0.3331,1,1.1,999999,5,0,0,5,0,0.2,10000,500
0.3702,0.291,0.3388,1,1.1,999999,5,0,0,10,0,0.001,10000,500
0.3748,0.2857,0.3395,1,1.1,999999,5,0,0,10,0,0.01,10000,500
0.3704,0.2902,0.3394,1,1.1,999999,5,0,0,10,0,0.05,10000,500
0.3718,0.2867,0.3415,1,1.1,999999,5,0,0,10,0,0.1,10000,500
0.3773,0.2928,0.3299,1,1.1,999999,5,0,0,10,0,0.2,10000,500
0.3732,0.2639,0.3629,1,1.1,999999,10,0,0,0,0,0.001,10000,500
0.3775,0.2667,0.3558,1,1.1,999999,10,0,0,0,0,0.01,10000,500
0.3743,0.2674,0.3583,1,1.1,999999,10,0,0,0,0,0.05,10000,500
0.3716,0.2751,0.3533,1,1.1,999999,10,0,0,0,0,0.1,10000,500
0.3764,0.2736,0.35,1,1.1,999999,10,0,0,0,0,0.2,10000,500
0.3645,0.2693,0.3662,1,1.1,999999,10,0,0,5,0,0.001,10000,500
0.37,0.2669,0.3631,1,1.1,999999,10,0,0,5,0,0.01,10000,500
0.3744,0.274,0.3516,1,1.1,999999,10,0,0,5,0,0.05,10000,500
0.3859,0.2739,0.3402,1,1.1,999999,10,0,0,5,0,0.1,10000,500
0.3852,0.2683,0.3465,1,1.1,999999,10,0,0,5,0,0.2,10000,500
0.3694,0.2841,0.3465,1,1.1,999999,10,0,0,10,0,0.001,10000,500
0.3629,0.2826,0.3545,1,1.1,999999,10,0,0,10,0,0.01,10000,500
0.3742,0.27,0.3558,1,1.1,999999,10,0,0,10,0,0.05,10000,500
0.3819,0.2694,0.3487,1,1.1,999999,10,0,0,10,0,0.1,10000,500
0.387,0.2762,0.3368,1,1.1,999999,10,0,0,10,0,0.2,10000,500
