P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.33906665,0.33253333,0.3284,1,1.01,999999,0,0,0,0,0,0.1,15000,500
0.3394,0.325,0.3356,1,1.01,999999,1,0,0,0,0,0.1,15000,500
0.33033332,0.3248,0.34486666,1,1.01,999999,2,0,0,0,0,0.1,15000,500
0.33346668,0.31066668,0.35586667,1,1.01,999999,3,0,0,0,0,0.1,15000,500
0.32166666,0.31653333,0.3618,1,1.01,999999,4,0,0,0,0,0.1,15000,500
0.3246,0.31253332,0.36286667,1,1.01,999999,5,0,0,0,0,0.1,15000,500
0.32006666,0.3118,0.36813334,1,1.01,999999,6,0,0,0,0,0.1,15000,500
0.3162,0.30806667,0.37573335,1,1.01,999999,7,0,0,0,0,0.1,15000,500
0.31946668,0.30766666,0.37286666,1,1.01,999999,8,0,0,0,0,0.1,15000,500
0.31693333,0.30426666,0.3788,1,1.01,999999,9,0,0,0,0,0.1,15000,500
0.31473333,0.30246666,0.3828,1,1.01,999999,10,0,0,0,0,0.1,15000,500
0.32553333,0.29546666,0.379,1,1.01,999999,11,0,0,0,0,0.1,15000,500
0.3112,0.2984,0.3904,1,1.01,999999,12,0,0,0,0,0.1,15000,500
0.30766666,0.29933333,0.393,1,1.01,999999,13,0,0,0,0,0.1,15000,500
0.30946666,0.30406666,0.38646665,1,1.01,999999,14,0,0,0,0,0.1,15000,500
0.30986667,0.2994,0.39073333,1,1.01,999999,15,0,0,0,0,0.1,15000,500
0.30866668,0.30633333,0.385,1,1.01,999999,16,0,0,0,0,0.1,15000,500
0.30433333,0.295,0.40066665,1,1.01,999999,17,0,0,0,0,0.1,15000,500
0.3084,0.29466668,0.39693335,1,1.01,999999,18,0,0,0,0,0.1,15000,500
0.3122,0.291,0.3968,1,1.01,999999,19,0,0,0,0,0.1,15000,500
0.29886666,0.29433334,0.4068,1,1.01,999999,20,0,0,0,0,0.1,15000,500
